F361P1ML	F361P1MR	F361P1MS	F361P2ML	F361P2MR	F361P2MS	F361P3ML	F361P3MR	F361P3MS	F367P1ML	F367P1MR	F367P1MS	F367P2ML	F367P2MR	F367P2MS	F367P3ML	F367P3MR	F367P3MS	F368P1ML	F368P1MR	F368P1MS	F368P2ML	F368P2MR	F368P2MS	F368P3ML	F368P3MR	F368P3MS	F396P1ML	F396P1MR	F396P1MS	F396P2ML	F396P2MR	F396P2MS	F396P3ML	F396P3MR	F396P3MS	F397P1ML	F397P1MR	F397P1MS	F397P2ML	F397P2MR	F397P2MS	F397P3ML	F397P3MR	F397P3MS	F398P1ML	F398P1MR	F398P1MS	F398P2ML	F398P2MR	F398P2MS	F398P3ML	F398P3MR	F398P3MS	F405P1ML	F405P1MR	F405P1MS	F405P2ML	F405P2MR	F405P2MS	F405P3ML	F405P3MR	F405P3MS	F406P1ML	F406P1MR	F406P1MS	F406P2ML	F406P2MR	F406P2MS	F406P3ML	F406P3MR	F406P3MS	F416P1ML	F416P1MR	F416P1MS	F416P2ML	F416P2MR	F416P2MS	F416P3ML	F416P3MR	F416P3MS	F427P1ML	F427P1MR	F427P1MS	F427P2ML	F427P2MR	F427P2MS	F427P3ML	F427P3MR	F427P3MS	M354P1ML	M354P1MR	M354P1MS	M354P2ML	M354P2MR	M354P2MS	M354P3ML	M354P3MR	M354P3MS	M365P1ML	M365P1MR	M365P1MS	M365P2ML	M365P2MR	M365P2MS	M365P3ML	M365P3MR	M365P3MS	M373P1ML	M373P1MR	M373P1MS	M373P2ML	M373P2MR	M373P2MS	M373P3ML	M373P3MR	M373P3MS	M376P1ML	M376P1MR	M376P1MS	M376P2ML	M376P2MR	M376P2MS	M376P3ML	M376P3MR	M376P3MS	M377P1ML	M377P1MR	M377P1MS	M377P2ML	M377P2MR	M377P2MS	M377P3ML	M377P3MR	M377P3MS	M395P1ML	M395P1MR	M395P1MS	M395P2ML	M395P2MR	M395P2MS	M395P3ML	M395P3MR	M395P3MS	M402P1ML	M402P1MR	M402P1MS	M402P2ML	M402P2MR	M402P2MS	M402P3ML	M402P3MR	M402P3MS	M415P1ML	M415P1MR	M415P1MS	M415P2ML	M415P2MR	M415P2MS	M415P3ML	M415P3MR	M415P3MS	M422P1ML	M422P1MR	M422P1MS	M422P2ML	M422P2MR	M422P2MS	M422P3ML	M422P3MR	M422P3MS	M428P1ML	M428P1MR	M428P1MS	M428P2ML	M428P2MR	M428P2MS	M428P3ML	M428P3MR	M428P3MS
bin19	0	0	130.1982871692	0	0	193.966874488318	0	0	317.227136758961	0	0	176.467926577276	0	0	0	0	0	100.181439718601	0	0	311.833251271951	0	0	479.759226425495	0	0	423.548915350868	0	0	177.636499626028	0.89507084485737	0	225.117348405019	0.800416216432545	0	481.332836829548	0	0	126.084451532636	9.45183306487502	0	13.5969853541044	0	0	310.711540104212	0	0	0	0	0	0	0	0	13.1606654032428	0	0	837.173579109062	0	0	452.574146614437	0	1.09436729155039	386.048239147318	0	0	0	0	0	129.456044878096	0	19.5595196181982	52.7917520650891	0	0	184.850039195951	0	0	76.5513065137164	0	0	321.684456791929	0	0	76.0549558390579	0	0.8999928000576	22.0406492545538	0	0	220.460365060456	0	0	465.816722633268	0	0	46.1161792326268	0	0	231.68740774051	0	0.90059258992417	537.6944258391	0	0	435.148541446555	0	0	287.248119977192	0	0	0	0	0	176.878449129758	0	0	214.359774922236	0	0	17.8174940379924	0	0	115.084985835694	0	0	122.873034854253	0	0	71.8566536203522	0	0	56.8728365502763	0	0	220.339812955981	0.420212207164618	0.905592030790129	132.10304037149	0	0	56.0316413974951	0	0	50.693486900803	0	0	114.653486333112	0	0	1.1204607334536	0	0.875564739256821	68.2046138415245	0	0	265.01572499945	0	0	90.9299499460369	0	0	59.30524535968	0	0	57.1790067884863	0	0	18.9636372256199	0	0	24.9871593764315	0	0	181.092349049466	0	0	143.787149731107	0	0.89391068044481	340.677688024166
bin2	0	0.567424177944222	0.964431756808888	0	4.51421413174734	49.121481201587	0	1.2377309915463	130.936032957557	0	0.943814710296075	37.7068219182215	1.46057364029723	2226.0622077658	19.53530395712	0	994.535035511206	338.390640827276	0	0	0.86380402014391	0	22963.3558134035	254.034000327785	0	0.985736394373417	79.8576713907365	0	0	1530.61224489796	0.447535422428685	0	1238.94370469713	0.800416216432545	0	354.44853600342	0	1.11851818710572	11.6899491487212	1.18147913310938	3.16300548781452	245.716949613457	0	1.05729480551062	2.13547450243444	0	3.07045150989453	9.42092701921869	0	1.80521707735355	534.204286161693	0	425.191227861385	1069.96209728364	0	0.769467528470299	0.853387950162144	0.380572533319125	0	0	1.72754834975944	5.47183645775195	0	0	0	12.4031007751938	0	0	5.59377971695474	0	0.977975980909909	0	0	0	2374.01647197731	0	0	455.880168641386	0	1.07973870323382	43.8660622898084	0	0.761208799573723	312.806673209028	0	2.6999784001728	820.227018687321	0	0	72.5739089950568	0	2.59423560847796	28.9966232964483	5.33840125559198	1.08136165059042	17.607995707003	0	0	63.5429599288318	0	0	0	0.774851422239786	2.94388946676349	5.37220421538957	20.2224469160768	0	115.114415121946	0	0	57.5373993095512	0	1.8912171873818	10.2196437274971	2.22849502302778	1.74677065774649	16.309982874518	0	0	41.1172939338285	0	7039.44238763987	28.9724439866082	0	52.5668269768482	309.376748472315	0	0.981046187654515	18.3463796477495	0	3.15391084945332	352.471159854799	0	10.9462417903187	140.038192234246	0.840424414329236	0	341.266187626349	0	1.08216909974353	4554.21885299934	0	11737.9421091475	4041.28477573201	2.21534971510603	0	381.535971326994	0	4.01517737046034	1538.39258703179	0.7159784920061	70.9207438798025	28146.4393179539	0	0.807715296512285	129.758736721722	0	0.872859312536005	62.8861336075395	2.8056590142317	86.4596273291925	46.6871080491098	0	18.6988829449928	14792.3307136427	0	0	1043.94822927037	9.95239438021464	1832.61857245977	2161.38928606133	0	0.919193683301008	351.721584598297	0	1.89196859332135	30.568921596377	0	0	110.020556472394
bin20	0	0	0	0	0	0	0	0	0	0	0	43.7399134251369	0	1.0164667615369	606.81537916804	0	0	2028.11759074769	0	0.718127697467164	0.86380402014391	0	0	125.154580806651	1.60882925495117	0	27.293128196834	0	0	1848.48808633401	0	0	1835.26519142958	0	13.4397763621213	1027.48700125505	0	0	3.3399854710632	0	0	84.4955518433627	0	2.11458961102124	2.13547450243444	0	0	123.518820918645	0	0	167.330320791016	0	0	696.199199831544	0	0	68.2710360129715	0	0	0.699496362618914	0	0	0	0	0	142.635658914729	0	0	11.9866708220459	0	0	0	0	0	0	0	0	59.4129543091531	0	0	3.65550519081737	0	0	591.26594700687	0	0	565.185220170343	0	0	1.36931903764258	0	0	0.935374945046722	0	2.16272330118084	44.4392272605313	0	12.3100231996591	16.6189279813868	0	0	0	0	0	68.0479200616013	0	0	142.010306505578	0	0	0.871778777417443	0	0	38.5201955882584	0	0	51.2599461770565	0	0	1322.60628820482	0	0	142.447849600824	0	3.35532938150095	0	0	0	236.974070450098	0.383617977872915	0	78.6389838719869	0	0	0	0	0.905592030790129	4059.16614959669	0	0	711.931443638761	0	60.0157338545511	825.289966745074	0	0	48.1737337534083	0	1.00379434261509	28.0115183363399	0	0	72.2166499498496	0	0	3396.81981130001	0	0	288.086476931836	0	420.372670807453	124.919559374645	0	0	1074.23538285603	0	0	252.216375100744	0	1.69844167975882	208.226328136929	0	0	5.63398419265007	1.09258571334921	0	3.39654684404189	0	2.68173204133443	6.75564820444522
bin21	0	0	409.883496643778	0	0	5.0381006360602	0.651809749770237	0	129.871512364407	0	1.88762942059215	256.406389043906	0	0	142.85191018644	0	0	223.738548704877	0	0	46.6454170877712	0	1.4333732288882	74.4967742896734	0	0	67.7273921921437	0	0	154.931082380596	0	0	1471.24564932784	0	0	347.552650088956	0	0	80.9946476732826	5.90739566554689	0	248.630589332194	1.6468766983416	0	58.7255488169471	0.689717009111162	0	110.95758489302	0	3.6104341547071	57.268131179813	0	1.08191152127579	81.5961255001053	0	0	302.952722307561	0	0	237.129266927812	0	1.09436729155039	114.801517180835	0	0	406.201550387597	0	0	1062.8181462214	0	0	146.988799867503	0	0	66.7782864111026	0	0	47.9873861727774	0.824096584119659	0	48.7400692108982	0	0	900.392541707557	0	0	40.9326343298856	0	3.73545507181412	247.846745813307	2.20857811740801	0	9059.1063427775	0	1.08136165059042	132.479205795546	0	0	98.7359838894157	0	0	385.130609511051	0	0	557.813871031283	0	286.663560300642	157.072005680412	0	0.893958627594715	6.97423021933955	0	0	125.780230492272	0	0	787.539173083868	0	0	54.8230585784382	0.764756941125187	0	47.4826165336081	0	2.23688625433397	58.1452754221018	0	0	2492.04990215264	0	0	51.2557662737057	0	1.21624908781318	13.7100328061499	1.26063662149385	0	319.2490142311	0	1.08216909974353	154.911008569545	0	0	93.2760158974775	0	0	246.649516817451	0	0	10726.1706013513	0	2.62669421777046	116.349047141424	0	0	381.57865798676	0	0.872859312536005	101.127701341854	0	1.98757763975155	137.537696685215	0	0	418.50166670722	0	0	18.0154553643389	1.65873239670244	0.849220839879411	81.902355733859	0	0	1891.4089789611	0	0	211.718086611945	0	0	799.096673325805
bin22	0	1.13484835588844	35.6839750019289	0	0	75.5715095409031	0	2.4754619830926	54.2905502506946	0	0	30.1654575345772	0	1.0164667615369	35.40773842228	0.830813199960121	0	72.35326201899	0	0	220.270025136697	0	0	96.1008388336785	0	0	163.758769181004	0	0	92.1572817608719	0	0	50.2921735798449	0	1.34397763621213	95.1632256195953	0	0	806.606491261764	13.7839232196094	0.79075137195363	132.085000582728	0.823438349170798	0	73.6738703339882	0	0	37.6837080768748	0.743226420212786	0	36.6873965370677	3.76219893003062	1.08191152127579	60.5390608549168	0	0	723.672981737498	0	0	515.52881925014	0.863774174879719	1.09436729155039	249.862125628876	0	0	2.0671834625323	0.430327780670537	0	214.960963408689	3.40150516603597	0	10.3513239343312	0	0.729224396931424	55.1646713830848	0	0	44.5597157318647	0.824096584119659	0	112.102159185066	0	6.08967039658978	40.4808635917566	0	0	221.980824635149	0.864229539365655	0	53.4034424680606	0	0	148.724616262429	1.0676802511184	0	98.9401663536356	0	0	187.69612778978	0	0.90059258992417	484.669196993376	0	0	153.107820138603	0	0	405.590042065174	0.388366104959824	0	99.3827806255885	0	5.6736515621454	136.786000660346	10.3996434407963	0	23.2999755350257	0	0	47.9701762561333	0	0	130.375997939737	4.3322550831793	0	202.959923643186	0	0	144.477739726027	0	5.2565180824222	59.6813716885615	0.803587213320262	1.21624908781318	36.2336581305391	0.420212207164618	3.62236812316052	42.0327855727467	0	0	28.8398154251813	1.68068639232262	0	101.386973801606	0	1.43924238280969	142.594251910089	0	3.01138302784525	50.4207330054118	0	0.875564739256821	48.1444332998997	0	0.807715296512285	185.840902592976	0	0	55.2378200606766	0	6.95652173913043	54.257990435452	12.0004800192008	0	65.6950290761332	1.04305740987984	0	71.1136395960745	0	0	19.4344572927801	0	2.75758104990302	115.899103391658	0	0	645.34390036796	1.19288325847991	6.25737476311367	2340.34955653995
bin23	2.29152822017004	6.24166595738644	6235.05130776946	1.10357004910887	6.771321197621	3986.39712828264	0	21.0414268562871	6225.31642874632	13.8620418787687	1.88762942059215	19313.434186513	0.730286820148613	3.0494002846107	10674.8226560688	6.64650559968096	14133.6814390336	8982.9357614346	0	0.718127697467164	3534.68605042888	2.45167572035486	1.4333732288882	4384.88013469017	1071.48028379748	7.88589115498733	4899.62193963164	16.947029480463	0	4586.49428357731	0.89507084485737	0	5235.9740715905	5.60291351502782	6.71988818106066	6440.75744410884	18127.9952756979	0	5541.87089286161	153.198460926516	5.53525960367541	5026.02851482071	3.2937533966832	4.22917922204248	6311.39489194499	3.44858504555581	4.60567726484179	17394.1715864841	1.11483963031918	2.70782561603033	3419.08639434477	2.25731935801837	1.08191152127579	3891.60875973889	2.39463601532567	1.5389350569406	5730.5000853388	1.5222901332765	0	4535.53441522104	454.345215986732	4.37746916620156	1800.80811264055	0.857213883436056	0	1659.94832041344	0.430327780670537	0	6060.4607676264	0	1.95595196181982	1068.25663002298	0.942675879752265	2.18767319079427	2805.65583051864	2.26610920380253	0.944634945825186	3894.97617769044	0	153.322895859202	11144.4168250719	0	0.761208799573723	6187.43866535819	2.49231536097034	17.0998632010944	6650.7659125616	2.59268861809697	848.882165069759	6511.11202399046	11.0428905870401	1.72949040565197	5491.58630236931	7.47376175782878	4.32544660236169	3239.87121008855	1.48445038224597	1.89384972302448	2564.20282912809	12.8366409078072	0.90059258992417	3206.63094440723	6.97366280015807	4.90648244460582	3572.51580323407	5.44450493894377	0	10268.8513302708	0.388366104959824	4.46979313797357	2988.45764898699	63098.025612118	6.6192601558363	3697.15265003223	4.45699004605557	47.1628077591552	1077.62386849494	2.02011223743591	2.45857304420514	1354.12954688742	19.5013019986923	5.17073776086372	3878.28354365181	36.1021256931608	11.1844312716698	2910.55501311012	2.43010412996196	4.90523093827257	4767.76541095891	4.60341573447498	2.10260723296888	9999.08722608006	2.41076163996078	153.247385064461	7658.03261029233	16.8084882865847	1.81118406158026	1536.198234623	30.5196558321888	3.24650729923058	6249.17600527356	2.52102958848394	0	14788.3039987022	0.443069943021205	1.43924238280969	15656.4634698577	11.8405712620227	6.02276605569051	2955.77541485059	1.4319569840122	5695.54862886561	2228.68605817453	12.4092573059502	7.26943766861057	8058.23748048121	1.81892041010592	2.61857793760801	6575.85002506948	3.50707376778963	104.347826086956	9496.41013993514	3.00012000480019	0	3383.29399742086	4.17222963951936	3.61881785283474	3162.18650737212	4.1468309917561	404.229119782599	3588.43372155975	0	0.919193683301008	2131.25573459106	3.27775714004764	5.67590577996405	2986.69685819417	2.38576651695982	67.0433010333607	3046.7973402048
bin24	0	11363.8040116889	5117.27490162797	3.3107101473266	5598.75407689963	11620.3791170729	9.77714624655355	16.0905028901019	25402.6549143594	0	3510.0469075911	8028.53652282771	4.01657751081737	18.2964017076642	12137.5285398581	4.98487919976073	21.0190941876673	5648.00694591316	0.818062827225131	70007.3967152839	16099.5793274421	0.350239388622123	3.58343307222051	15257.684342268	12.0662194121338	4987.82615552949	20451.6507288276	2.21048210614735	20136.2785075777	5891.38796880008	2.23767711214342	0	7228.50209151579	4.80249729859527	393.785447410155	4985.72551615706	0	14.5407364323744	2250.31521112884	862.085940792142	6854.23289209407	5992.3856882017	13.9984519359036	13419.1856715408	16335.3122063722	0.689717009111162	15.3522575494727	2603.31616631077	1.11483963031918	21.6626049282426	1297.48109704264	1.50487957201225	17.3105843404126	1876.71088650243	0.798212005108557	6.92520775623269	6261.30739033964	0	57.7938316198944	4897.17403469502	12.0928384483161	5866.90305000165	5653.41196862092	0.857213883436056	1.43036960750658	2940.5684754522	0	5338.83964191459	6763.67878918643	5.95263404056295	5262.48875327622	32939.9830238287	0.942675879752265	8.02146836624566	39348.8633174291	0	24.5605085914548	11532.9684768575	19.7783180188719	6295.95637855639	3961.34912511576	0	6.85087919616351	3561.08930323847	1.24615768048517	87.2993016055872	6672.80656181615	8.64229539365656	14541.1927308045	7647.64682523381	10.3066978812374	16.4301588536938	20718.5550327849	1.0676802511184	25836.973917557	23730.5473571237	236.02761077711	4091.66232659438	14508.3241277507	20.5386254524916	13.5088888488626	13644.2286224604	3.87425711119893	15971.5816536808	6390.2369142059	21.7780197557751	5246.04444804602	12649.6756355499	1.16509831487947	5.36375176556828	7093.66391184573	14.4537912294395	31.2050835917997	8786.53522632581	5.19982172039816	979.938338995782	13933.3853699453	1.21206734246155	385.995967940207	32145.5003974671	2.29427082337556	34.1268692217005	20205.8653103271	7.22042513863217	2021.02673079074	4876.52357077816	1.21505206498098	24176.9022485579	28341.3343933464	2.30170786723749	17024.810765349	22911.3275243465	14.4645698397647	3983.21576258818	8820.44753464232	59.2499212102111	38.0348652931854	31770.7812093433	5.86916458311324	45.4511021892281	34846.7369808833	9.24377515777443	1483.36185432397	4779.3819450077	3.10148960114844	47.4949986327198	3802.83454249405	0.910813174001749	56066.9330067656	7267.30831718002	10.7396773800915	13466.1856897699	1169.50852557673	3.10231432648756	2.42314588953686	6879.4123468737	2.42522721347456	10586.9106017492	12089.4342797413	5.61131802846341	11586.5838509316	3969.66599790538	3.00012000480019	4.87796946391116	1827.29506800652	0	15875.753920386	37503.4371592472	4.97619719010732	19301.0912487793	2316.86494440357	0.915486833010624	9.19193683301008	27885.0023340792	4.37034285339685	25.5415760098383	5517.12425700538	19.0861321356785	1501.76994314728	18831.8519161914
bin25	2.29152822017003	23952.6768235595	2576.96165419335	7.72499034376207	50266.9029105396	4897.03381825053	62.5737359779428	1467.94895597391	2402.62297874152	0	65930.1765877323	3692.25200223224	4.01657751081738	30263.264891238	2761.80359693784	54.0028579974079	4576.63119233577	3331.58943419749	0.818062827225131	53.8595773100372	4304.33543237711	0.350239388622123	48950.4124531466	3748.67768225636	52.2869507859131	13425.7296913659	8557.91197460729	0.736827368715784	82.3515347935234	6150.49684795384	2.68521253457211	85587.1429871215	3808.63428808635	17.609156761516	3608.57995322957	3533.45194257107	0	41.3851729229117	1404.46389058208	92.9430251379377	16593.917540447	2245.44500990638	46.1125475535647	9200.57939755342	1492.69667720167	0.689717009111162	87071.8639175891	1003.85211238119	1.48645284042557	57051.177904143	4296.00465303566	43.6415075883552	59.5051336701685	488.260686460308	0.798212005108557	69879.1935980301	6972.17955282471	2.28343519991475	3796.61016949153	16401.0912143257	32.8234186454293	40246.4515140571	12548.2560298934	0	42613.5713468361	9455.29715762274	1.29098334201161	42556.400206925	6496.77558554887	30.6135464943237	34393.4592966397	6800.8198248556	1.88535175950453	58891.4330717848	1334.59792696972	6.7983276114076	7483.39804082713	1705.83732276087	19.7783180188718	232.143821195271	270.507384120485	1.06626859305859	54201.8725736469	2333.16977428852	0.415385893495057	94875.440996472	3487.93274453314	12.0992135511192	20403.9894660167	3505.456736365	23.5581665856854	62120.7011354104	2249.57674283737	4.27072100447358	60241.5761927419	10421.4180305876	28.9467824537965	4031.0591354576	1856.4320139208	8.98564863546507	35991.2822637295	3569.43514177272	2.32455426671936	45140.6197868624	15146.9297852909	30.3336703741153	24443.3864792042	10593.7536981851	0	70.6227315799825	13780.2071346375	4.33613736883184	66512.2172630305	5037.49823121551	22.2849502302778	51175.139959999	8560.41101156844	5.65631426482055	46311.3209093442	3970.56001754339	4.58854164675112	41470.3509896792	12396.9868658254	18.0510628465804	20416.0608433061	8336.71599872738	3.64515619494295	16652.2779892477	1018.98850293542	0	12628.2590412111	2144.31657808079	23.3040291862875	18604.9622962783	4358.8111442981	32.3563399516756	42194.2494906045	2247.75324753307	2.3476658332453	28177.5190191219	575.972313777191	26.0506390810007	52868.9953852767	3118.6633141374	5.75990925927567	64224.7520904995	4151.61237486872	8.19731856601574	188.713336411636	5452.1619289852	21.479354760183	10201.2047770812	2108.32497492477	3.10231432648756	58854.1750803676	1654.97371835756	3.63784082021184	33647.8536389505	5689.4954662497	11.9240508104847	28195.7763975155	1978.52393029741	30.0012000480019	78.8605063332304	6007.44543662863	8.34445927903872	7307.59951749095	13694.5906224814	47.2738733060195	22268.2688633179	6031.62263836639	5.49292099806375	44561.5905727496	3718.42956714904	12.0184428468413	57073.1245861319	15354.6560996321	30.4185230912377	27051.5250116208	9933.69813833638
bin26	2.29152822017004	0	677.03109327984	0	593.619158324775	769.569872158197	1.95542924931071	9.90184793237038	1365.77992101257	2.31034031312813	0.943814710296075	475.105956169591	0	10.164667615369	463.9634689816	5.81569239972084	1.10626811514039	870.465398443848	2.45418848167539	9.33566006707313	4293.96978413538	0	5418.15080519741	3788.90594037278	172.144730279775	0	2709.09568768574	2.21048210614735	5.31300224474345	408.69751041778	0	0	589.935178976275	2133.10921679273	1.34397763621213	300.660625870605	0	17.8962909936915	871.736207947495	18.90366612975	7.9075137195363	612.835554174274	2.47031504751239	3.17188441653186	938.541043819937	0.689717009111162	4.60567726484178	1865.3435498053	0.743226420212786	20.7599963895659	169.119949890385	9.78171721807962	2.16382304255158	72.3836597178354	2.39463601532567	3.0778701138812	2369.00494965011	0	63564.3234231731	7380.38612199217	1676.58567344154	2.18873458310078	1000.5740075859	2.57164165030817	0	725.581395348838	0.430327780670537	10460.2327029136	924.571876073806	3.40150516603598	1059.14798732543	5113.55402355961	0.942675879752265	1.45844879386285	489.707433681419	0	8601.84581668415	1653.27970933355	4.94457950471795	271.014414511689	839.547692157723	1.06626859305859	0	850.098135426889	0	34.1997264021888	6624.78943308302	0.864229539365655	1704.30137651519	3642.38864012926	0.736192705802671	1.72949040565197	152.466116042616	0	14.0577014576756	3282.63348537698	6.68002672010687	53.9747171061976	401.787023549999	20.5386254524915	4.50296294962085	1879.13968891866	1.16227713335968	1.96259297784233	1410.20360653976	5250.83612040133	4986.73041469986	2135.5337758604	0.776732209919648	3.57583451037885	395.787564947518	0	0.945608593690899	488.97064603871	2.22849502302778	12.2273946042254	3366.84646481121	2.02011223743592	7.37571913261542	461.88426852334	0.382378470562593	2.06829510434548	740.406901879989	6.49838262476895	680.013421317526	2570.46000592424	0.405017354993661	10.7915080641997	945.602984344423	1.53447191149166	5.2565180824222	313.853801703377	0.803587213320262	23.1087326684505	1596.23953385888	3.78190986448156	9.0559203079013	102.079622105242	1.17383291662265	2.16433819948706	25.5438365194463	9.24377515777443	0	772.568740368238	0	7.19621191404845	553.997938164196	0	4.01517737046035	3388.27325796368	1.4319569840122	13.1334710888523	326.980942828486	0	2.42314588953686	252.919571576239	1.21261360673728	0	929.695002252003	0.701414753557926	2541.11801242236	344.475148578567	3.00012000480019	0	152.071826565123	0	6.0313630880579	263.594557436116	2.48809859505366	301.473398157191	327.609422935436	0	0.919193683301008	952.948183442525	4.37034285339685	7412.73294863305	6403.62298330032	2.38576651695982	187.72124289341	4285.01114681954
bin27	99954.1694355966	2275.93837773428	5837.7054239642	51178.0610274237	862.214899163742	4192.9592543611	4535.94404865108	2278.66275543673	6712.86686040941	99907.5863874749	2684.20903608203	5912.42967677713	99960.564511712	3338.07684488717	5410.05823962492	2828.91894586421	1148.30630351572	5919.60996026136	87832.1335078534	3329.95813315524	6611.55597018148	99971.9808489102	991.177587776193	7948.80581670814	4946.34554434738	11890.9381253265	5814.44716252552	99955.790357877	4307.51656992575	5675.01869857891	99961.9594890936	1670.81613578276	5093.08043554619	2907.91211429944	1126.25325914577	5007.79235108334	81842.4778359062	53.6888729810747	5370.69663746963	94348.5914799601	3064.95231769227	5300.88186162154	3219.64394525782	4249.26782334718	4751.43076791663	86998.1446612455	7358.33704346224	7521.04007034292	99982.534179125	643.559888076541	4193.10097982193	251.314888526046	3555.16125891224	6631.65929669405	99967.2733077905	715.604801477378	6819.42310974569	99981.3519458674	532.370102806335	7017.34750979295	3324.66679911204	1466.45217067752	6199.28192776508	96327.6957233599	8348.35221421215	4681.13695090439	99975.0409887211	1238.04263005146	6794.84413332374	1928.6534291424	3832.68786918593	5427.19913876985	71232.3601776001	939.241023247674	4679.31905503886	99950.1455975163	2724.32718375984	4999.82861647795	1340.80514236268	2411.05652432111	7088.02456499488	99954.1504504985	3060.05937428637	7404.31795878312	99956.384481183	4578.26337389301	11408.397487366	1558.20585947628	3041.59429222465	6145.5038409399	99857.1786150743	784.323898963171	4107.23138370015	99933.8038244307	1693.4123448246	4832.97558357928	3985.00705113932	1941.19596610009	3709.93127584488	21759.3900028241	2855.77910264954	5423.45761702761	99935.6873319541	1929.22889721901	6789.57076088319	5714.39682663141	3696.23792062559	7396.37013049887	99970.484176023	12.515420786326	5492.20629772989	36779.1171624317	413.230955442923	6219.83239784287	5387.75813400683	2092.6312479803	2782.01707888206	99947.8811042742	3987.80547770075	2772.6761876045	99962.9092883554	1259.5917185464	6331.28380118465	6474.55522181146	2222.34649368079	6955.49143728538	99947.7527612058	3214.88835694384	5792.8693737769	99965.0907640136	1154.33137089991	5621.28307927793	3637.83931470082	4008.75699343225	6540.66493659109	99523.4793570753	317.862802807335	4534.53693881228	22739.4912608139	4436.89330894845	7024.55504284773	18948.8987302414	1555.54293963553	6290.04785465163	99961.8959849002	35439.9044343058	6562.22601188928	36346.9105217138	3468.10945373512	3405.08016896547	623.617266537313	4886.52680979232	3374.1223671013	99475.7088788236	3576.5633329564	4642.72361389078	99946.6450013036	1008.15250597908	6200.23284865687	5184.15644354663	3745.59006211181	7457.319150547	99798.9919596784	262.597356140551	3139.97907491666	47791.8474632844	67.5512665862485	5071.82477599204	2962.49606051056	3342.53322576536	3016.50540694365	99954.2256583495	8386.7231664384	3359.46428858876	11184.7999475559	4099.89594172737	5128.78573450325	2810.43295697867	1415.06060714414	5513.57402742793
bin28	0	19026.3001106477	10910.616464779	2.20714009821773	0	2541.72177089238	0	1696.92918940997	3045.59341700465	0	24.539182467698	1128.18811179319	0.365143410074307	1.0164667615369	283.26190737824	0.830813199960121	3.31880434542116	251.566726404488	0	9.33566006707313	349.840628158283	0.350239388622123	1.4333732288882	342.685161732497	2.41324388242676	0	731.860178315103	0	10.6260044894869	76.1299284111551	0	0	110.163808793946	2.40124864929763	1.34397763621213	126.884300826127	0	2.23703637421144	1575.63814597406	23.2357562844844	15.8150274390726	61.1864340934695	0	1983.48505513792	581.916801913385	0	0	210.400703429218	0	1.80521707735355	0.894814549684578	0	2.16382304255158	23.689197725837	0.798212005108557	0	409.626216077828	0	0	1020.565193061	0	0	943.173248995487	0	0	0	0	0	266.903203637555	0	639.596291515081	199.780551932593	0	0.729224396931424	507.127856223446	0	0	452.452498200473	2.47228975235898	468.606597203477	598.284349563776	0	0	36.8007850834151	0.830771786990114	0	180.261024260458	2.59268861809697	0.933863767953531	221.829684098098	0	0	113.180368350653	0	0	2213.57660316608	0.742225191122987	0	235.59774373613	0	0.90059258992417	772.121753367567	0	0	1250.82821481654	1.55557283969822	0	918.763649664877	0	0	2611.84921714266	0	4.7280429684545	2482.58729934123	0	911.814283343669	567.354404277875	1.21206734246155	0.819524348068381	116.498999479181	0	1.03414755217274	455.511202678342	1.44408502772643	3.35532938150095	932.518568090312	0	0	533.573874755382	0	4972.6661059714	355.279694993084	0.803587213320262	206.762344928241	870.58708319052	1.26063662149385	1.81118406158026	333.259942755349	0	1.08216909974353	43.6717205009888	4.20171598080656	0	435.963987346905	0	1.43924238280969	23.123392201636	0	6.02276605569051	11.204607334536	2.1479354760183	3.50225895702728	32.0962888665997	0	0	574.017462446942	0	0.872859312536005	933.094252717275	0	2.98136645962733	1111.65789706124	0	0	6.08287306260493	0	0	56.8909116768596	0.82936619835122	1.69844167975882	129.100323444896	0	0	247.895304476603	0	5.67590577996405	1837.53184262666	8.94662443859932	3.57564272177924	1184.16862097918
bin29	0	1.70227253383267	0	0	4.51421413174734	44.0833805655268	0	0	2.12904118630175	0	0	0	0	0	31.74486893032	0	0	0	0	0	0	0	0	1.48993548579347	0	0	29.3148413965995	0	0	1.33561277914307	0	0	0.798288469521346	0	0	15.1709490118196	0	0	83.49963677658	0	0	0	0	0	0	0	0	0	0	0	0	0.752439786006125	0	0	0	0	0	0	0	0	476.803344533605	0	33.7651521120103	0	0	0	0	7.01440583598566	75.1164704848209	0	0	14.4918535080637	0	0	33.8730438317188	0	0	0	0	0	0	0	0	0	0	0	81.8652686597711	0	1.86772753590706	0	0	0	0	0	0	5.03085591628656	0	0	0	0	0	0	0	0	1485.41446555522	0	2.02589088551691	1.07583565534529	0	0	0	0	0	3.93063220288351	0	0	0	0	0	0	0	0	0	21.6612754158965	0	1.09708066834154	0	0	63.4478962818004	0	0	0	0	0	0.979288057582138	0	0	0	0	0	2.47198417930125	0	0	32.443831616514	0	0	0	0	0	2.24092146690719	0	0.875564739256821	4.01203610832497	0	0	0	0	0	14.4468144774077	0	0.993788819875776	0	0	0	6.08287306260493	0	0	0	0	0	69.4087760456432	0	0	0	0	0	0	1.78932488771986	0	0
