abundance.k
bin1	419.248914192412
bin10	95.3968199064202
bin11	1535.38084232605
bin12	417.263428821654
bin13	57.1370847209624
bin14	730.867868768918
bin15	382.1725206716
bin16	775.447466235656
bin17	1776.28225678436
bin18	244.733032002344
bin19	44.486424222704
bin2	2083.38525113837
bin20	245.547654599355
bin21	113.210569176119
bin22	128.308699892163
bin23	87.6630584009088
bin24	1003.99846224513
bin25	2163.36643974192
bin26	89.1635962182965
bin27	210.672960708881
bin28	1317.49818421439
bin29	897.883138309034
bin3	17791.5232522245
bin30	2065.31664452994
bin31	222.4779458806
bin32	1956.30061639751
bin33	1637.05789317742
bin34	63.3233146613465
bin35	475.998508847316
bin36	827.408618706297
bin37	21.1247415204172
bin38	46.2871157160837
bin39	6662.85050651168
bin4	220.948096066804
bin40	2225.56272329328
bin41	1048.37811960662
bin42	7773.81667723231
bin43	44.3994423239273
bin44	35.5043725253743
bin45	33.8251923954711
bin46	102.103295905681
bin47	179.61451020902
bin48	361.845446549546
bin49	257.48315187315
bin5	322.365349829625
bin50	24.3810026318119
bin51	357.549607482025
bin52	113.39658643153
bin53	204.67536678362
bin54	1906.55163728839
bin55	1017.33834659257
bin56	26.3639966007393
bin57	765.846427295971
bin58	3137.3528841083
bin59	10707.9633874683
bin6	63.77400785283
bin60	12002.8158673923
bin61	532.485678875887
bin62	1273.81296273072
bin63	320.824258268774
bin7	3564.58622442217
bin8	1061.70041336118
bin9	3723.95113513129
